Area,ISO 3 code,Year,Area type,Continent,Ember region,EU,OECD,G20,G7,ASEAN,Category,Subcategory,Variable,Unit,Value,YoY absolute change,YoY % change
Guinea-Bissau,GNB,2017,Country or economy,Africa,Africa,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,0.08,0,0
Guinea-Bissau,GNB,2018,Country or economy,Africa,Africa,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,0.08,0,0
Guinea-Bissau,GNB,2019,Country or economy,Africa,Africa,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,0.08,0,0
Guinea-Bissau,GNB,2020,Country or economy,Africa,Africa,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,0.08,0,0
Guinea-Bissau,GNB,2021,Country or economy,Africa,Africa,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,0.08,0,0
Guinea-Bissau,GNB,2022,Country or economy,Africa,Africa,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,0.08,0,0
Guyana,GUY,2000,Country or economy,South America,Latin America and Caribbean,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,0.9,,
Guyana,GUY,2001,Country or economy,South America,Latin America and Caribbean,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,0.92,0.02,2.22
Guyana,GUY,2002,Country or economy,South America,Latin America and Caribbean,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,0.92,0,0
Guyana,GUY,2003,Country or economy,South America,Latin America and Caribbean,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,0.82,-0.1,-10.87
Guyana,GUY,2004,Country or economy,South America,Latin America and Caribbean,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,0.86,0.04,4.88
Guyana,GUY,2005,Country or economy,South America,Latin America and Caribbean,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,0.65,-0.21,-24.42
Guyana,GUY,2006,Country or economy,South America,Latin America and Caribbean,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,0.66,0.01,1.54
Guyana,GUY,2007,Country or economy,South America,Latin America and Caribbean,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,0.7,0.04,6.06
Guyana,GUY,2008,Country or economy,South America,Latin America and Caribbean,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,0.71,0.01,1.43
Guyana,GUY,2009,Country or economy,South America,Latin America and Caribbean,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,0.83,0.12,16.9
Guyana,GUY,2010,Country or economy,South America,Latin America and Caribbean,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,0.87,0.04,4.82
Guyana,GUY,2011,Country or economy,South America,Latin America and Caribbean,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,0.91,0.04,4.6
Guyana,GUY,2012,Country or economy,South America,Latin America and Caribbean,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,0.94,0.03,3.3
Guyana,GUY,2013,Country or economy,South America,Latin America and Caribbean,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,0.96,0.02,2.13
Guyana,GUY,2014,Country or economy,South America,Latin America and Caribbean,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,0.98,0.02,2.08
Guyana,GUY,2015,Country or economy,South America,Latin America and Caribbean,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,1,0.02,2.04
Guyana,GUY,2016,Country or economy,South America,Latin America and Caribbean,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,1.08,0.08,8
Guyana,GUY,2017,Country or economy,South America,Latin America and Caribbean,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,1.1,0.02,1.85
Guyana,GUY,2018,Country or economy,South America,Latin America and Caribbean,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,1.13,0.03,2.73
Guyana,GUY,2019,Country or economy,South America,Latin America and Caribbean,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,1.14,0.01,0.88
Guyana,GUY,2020,Country or economy,South America,Latin America and Caribbean,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,1.13,-0.01,-0.88
Guyana,GUY,2021,Country or economy,South America,Latin America and Caribbean,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,1.12,-0.01,-0.88
Guyana,GUY,2022,Country or economy,South America,Latin America and Caribbean,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,1.27,0.15,13.39
Guyana,GUY,2023,Country or economy,South America,Latin America and Caribbean,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,1.34,0.07,5.51
Haiti,HTI,2000,Country or economy,North America,Latin America and Caribbean,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,0.54,,
Haiti,HTI,2001,Country or economy,North America,Latin America and Caribbean,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,0.59,0.05,9.26
Haiti,HTI,2002,Country or economy,North America,Latin America and Caribbean,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,0.55,-0.04,-6.78
Haiti,HTI,2003,Country or economy,North America,Latin America and Caribbean,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,0.53,-0.02,-3.64
Haiti,HTI,2004,Country or economy,North America,Latin America and Caribbean,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,0.55,0.02,3.77
Haiti,HTI,2005,Country or economy,North America,Latin America and Caribbean,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,0.55,0,0
Haiti,HTI,2006,Country or economy,North America,Latin America and Caribbean,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,0.57,0.02,3.64
Haiti,HTI,2007,Country or economy,North America,Latin America and Caribbean,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,0.46,-0.11,-19.3
Haiti,HTI,2008,Country or economy,North America,Latin America and Caribbean,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,0.49,0.03,6.52
Haiti,HTI,2009,Country or economy,North America,Latin America and Caribbean,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,0.71,0.22,44.9
Haiti,HTI,2010,Country or economy,North America,Latin America and Caribbean,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,0.68,-0.03,-4.23
Haiti,HTI,2011,Country or economy,North America,Latin America and Caribbean,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,0.99,0.31,45.59
Haiti,HTI,2012,Country or economy,North America,Latin America and Caribbean,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,1.1,0.11,11.11
Haiti,HTI,2013,Country or economy,North America,Latin America and Caribbean,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,1.05,-0.05,-4.55
Haiti,HTI,2014,Country or economy,North America,Latin America and Caribbean,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,1.03,-0.02,-1.9
Haiti,HTI,2015,Country or economy,North America,Latin America and Caribbean,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,1.03,0,0
Haiti,HTI,2016,Country or economy,North America,Latin America and Caribbean,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,1.08,0.05,4.85
Haiti,HTI,2017,Country or economy,North America,Latin America and Caribbean,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,1.06,-0.02,-1.85
Haiti,HTI,2018,Country or economy,North America,Latin America and Caribbean,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,1.04,-0.02,-1.89
Haiti,HTI,2019,Country or economy,North America,Latin America and Caribbean,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,1.06,0.02,1.92
Haiti,HTI,2020,Country or economy,North America,Latin America and Caribbean,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,1.02,-0.04,-3.77
Haiti,HTI,2021,Country or economy,North America,Latin America and Caribbean,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,1.03,0.01,0.98
Haiti,HTI,2022,Country or economy,North America,Latin America and Caribbean,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,1.01,-0.02,-1.94
Honduras,HND,2000,Country or economy,North America,Latin America and Caribbean,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,3.92,,
Honduras,HND,2001,Country or economy,North America,Latin America and Caribbean,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,4.22,0.3,7.65
Honduras,HND,2002,Country or economy,North America,Latin America and Caribbean,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,4.56,0.34,8.06
Honduras,HND,2003,Country or economy,North America,Latin America and Caribbean,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,5.01,0.45,9.87
Honduras,HND,2004,Country or economy,North America,Latin America and Caribbean,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,5.54,0.53,10.58
Honduras,HND,2005,Country or economy,North America,Latin America and Caribbean,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,5.58,0.04,0.72
Honduras,HND,2006,Country or economy,North America,Latin America and Caribbean,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,5.98,0.4,7.17
Honduras,HND,2007,Country or economy,North America,Latin America and Caribbean,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,6.3,0.32,5.35
Honduras,HND,2008,Country or economy,North America,Latin America and Caribbean,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,6.47,0.17,2.7
Honduras,HND,2009,Country or economy,North America,Latin America and Caribbean,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,6.81,0.34,5.26
Honduras,HND,2010,Country or economy,North America,Latin America and Caribbean,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,7.21,0.4,5.87
Honduras,HND,2011,Country or economy,North America,Latin America and Caribbean,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,7.51,0.3,4.16
Honduras,HND,2012,Country or economy,North America,Latin America and Caribbean,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,7.92,0.41,5.46
Honduras,HND,2013,Country or economy,North America,Latin America and Caribbean,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,8.32,0.4,5.05
Honduras,HND,2014,Country or economy,North America,Latin America and Caribbean,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,8.62,0.3,3.61
Honduras,HND,2015,Country or economy,North America,Latin America and Caribbean,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,9.52,0.9,10.44
Honduras,HND,2016,Country or economy,North America,Latin America and Caribbean,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,9.94,0.42,4.41
Honduras,HND,2017,Country or economy,North America,Latin America and Caribbean,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,10.19,0.25,2.52
Honduras,HND,2018,Country or economy,North America,Latin America and Caribbean,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,10.43,0.24,2.36
Honduras,HND,2019,Country or economy,North America,Latin America and Caribbean,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,11.4,0.97,9.3
Honduras,HND,2020,Country or economy,North America,Latin America and Caribbean,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,10.96,-0.44,-3.86
Honduras,HND,2021,Country or economy,North America,Latin America and Caribbean,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,11.72,0.76,6.93
Honduras,HND,2022,Country or economy,North America,Latin America and Caribbean,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,11.96,0.24,2.05
Honduras,HND,2023,Country or economy,North America,Latin America and Caribbean,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,11.92,-0.04,-0.33
Hong Kong,HKG,2000,Country or economy,Asia,Asia,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,40.28,,
Hong Kong,HKG,2001,Country or economy,Asia,Asia,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,41.13,0.85,2.11
Hong Kong,HKG,2002,Country or economy,Asia,Asia,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,42.24,1.11,2.7
Hong Kong,HKG,2003,Country or economy,Asia,Asia,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,42.82,0.58,1.37
Hong Kong,HKG,2004,Country or economy,Asia,Asia,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,43.8,0.98,2.29
Hong Kong,HKG,2005,Country or economy,Asia,Asia,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,44.88,1.08,2.47
Hong Kong,HKG,2006,Country or economy,Asia,Asia,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,44.91,0.03,0.07
Hong Kong,HKG,2007,Country or economy,Asia,Asia,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,45.8,0.89,1.98
Hong Kong,HKG,2008,Country or economy,Asia,Asia,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,45.68,-0.12,-0.26
Hong Kong,HKG,2009,Country or economy,Asia,Asia,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,46.48,0.8,1.75
Hong Kong,HKG,2010,Country or economy,Asia,Asia,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,46.67,0.19,0.41
Hong Kong,HKG,2011,Country or economy,Asia,Asia,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,47.35,0.68,1.46
Hong Kong,HKG,2012,Country or economy,Asia,Asia,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,48.5,1.15,2.43
Hong Kong,HKG,2013,Country or economy,Asia,Asia,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,48.07,-0.43,-0.89
Hong Kong,HKG,2014,Country or economy,Asia,Asia,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,48.8,0.73,1.52
Hong Kong,HKG,2015,Country or economy,Asia,Asia,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,48.42,-0.38,-0.78
Hong Kong,HKG,2016,Country or economy,Asia,Asia,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,48.54,0.12,0.25
Hong Kong,HKG,2017,Country or economy,Asia,Asia,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,48.17,-0.37,-0.76
Hong Kong,HKG,2018,Country or economy,Asia,Asia,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,48.61,0.44,0.91
Hong Kong,HKG,2019,Country or economy,Asia,Asia,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,49.32,0.71,1.46
Hong Kong,HKG,2020,Country or economy,Asia,Asia,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,47.05,-2.27,-4.6
Hong Kong,HKG,2021,Country or economy,Asia,Asia,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,48.78,1.73,3.68
Hong Kong,HKG,2022,Country or economy,Asia,Asia,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,48.45,-0.33,-0.68
Hong Kong,HKG,2023,Country or economy,Asia,Asia,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,49.23,0.78,1.61
Hungary,HUN,2000,Country or economy,Europe,Europe,1,1,0,0,0,Electricity demand,Demand,Demand,TWh,38.63,,
Hungary,HUN,2001,Country or economy,Europe,Europe,1,1,0,0,0,Electricity demand,Demand,Demand,TWh,39.59,0.96,2.49
Hungary,HUN,2002,Country or economy,Europe,Europe,1,1,0,0,0,Electricity demand,Demand,Demand,TWh,40.41,0.82,2.07
Hungary,HUN,2003,Country or economy,Europe,Europe,1,1,0,0,0,Electricity demand,Demand,Demand,TWh,41.07,0.66,1.63
Hungary,HUN,2004,Country or economy,Europe,Europe,1,1,0,0,0,Electricity demand,Demand,Demand,TWh,41.18,0.11,0.27
Hungary,HUN,2005,Country or economy,Europe,Europe,1,1,0,0,0,Electricity demand,Demand,Demand,TWh,41.98,0.8,1.94
Hungary,HUN,2006,Country or economy,Europe,Europe,1,1,0,0,0,Electricity demand,Demand,Demand,TWh,43.06,1.08,2.57
Hungary,HUN,2007,Country or economy,Europe,Europe,1,1,0,0,0,Electricity demand,Demand,Demand,TWh,43.95,0.89,2.07
Hungary,HUN,2008,Country or economy,Europe,Europe,1,1,0,0,0,Electricity demand,Demand,Demand,TWh,43.92,-0.03,-0.07
Hungary,HUN,2009,Country or economy,Europe,Europe,1,1,0,0,0,Electricity demand,Demand,Demand,TWh,41.42,-2.5,-5.69
Hungary,HUN,2010,Country or economy,Europe,Europe,1,1,0,0,0,Electricity demand,Demand,Demand,TWh,42.56,1.14,2.75
Hungary,HUN,2011,Country or economy,Europe,Europe,1,1,0,0,0,Electricity demand,Demand,Demand,TWh,42.66,0.1,0.23
Hungary,HUN,2012,Country or economy,Europe,Europe,1,1,0,0,0,Electricity demand,Demand,Demand,TWh,42.59,-0.07,-0.16
Hungary,HUN,2013,Country or economy,Europe,Europe,1,1,0,0,0,Electricity demand,Demand,Demand,TWh,42.15,-0.44,-1.03
Hungary,HUN,2014,Country or economy,Europe,Europe,1,1,0,0,0,Electricity demand,Demand,Demand,TWh,42.78,0.63,1.49
Hungary,HUN,2015,Country or economy,Europe,Europe,1,1,0,0,0,Electricity demand,Demand,Demand,TWh,44.02,1.24,2.9
Hungary,HUN,2016,Country or economy,Europe,Europe,1,1,0,0,0,Electricity demand,Demand,Demand,TWh,44.59,0.57,1.29
Hungary,HUN,2017,Country or economy,Europe,Europe,1,1,0,0,0,Electricity demand,Demand,Demand,TWh,45.8,1.21,2.71
Hungary,HUN,2018,Country or economy,Europe,Europe,1,1,0,0,0,Electricity demand,Demand,Demand,TWh,46.4,0.6,1.31
Hungary,HUN,2019,Country or economy,Europe,Europe,1,1,0,0,0,Electricity demand,Demand,Demand,TWh,46.86,0.46,0.99
Hungary,HUN,2020,Country or economy,Europe,Europe,1,1,0,0,0,Electricity demand,Demand,Demand,TWh,46.6,-0.26,-0.55
Hungary,HUN,2021,Country or economy,Europe,Europe,1,1,0,0,0,Electricity demand,Demand,Demand,TWh,48.85,2.25,4.83
Hungary,HUN,2022,Country or economy,Europe,Europe,1,1,0,0,0,Electricity demand,Demand,Demand,TWh,47.93,-0.92,-1.88
Hungary,HUN,2023,Country or economy,Europe,Europe,1,1,0,0,0,Electricity demand,Demand,Demand,TWh,46.62,-1.31,-2.73
Hungary,HUN,2024,Country or economy,Europe,Europe,1,1,0,0,0,Electricity demand,Demand,Demand,TWh,48.91,2.29,4.91
Iceland,ISL,2000,Country or economy,Europe,Europe,0,1,0,0,0,Electricity demand,Demand,Demand,TWh,7.61,,
Iceland,ISL,2001,Country or economy,Europe,Europe,0,1,0,0,0,Electricity demand,Demand,Demand,TWh,7.96,0.35,4.6
Iceland,ISL,2002,Country or economy,Europe,Europe,0,1,0,0,0,Electricity demand,Demand,Demand,TWh,8.35,0.39,4.9
Iceland,ISL,2003,Country or economy,Europe,Europe,0,1,0,0,0,Electricity demand,Demand,Demand,TWh,8.44,0.09,1.08
Iceland,ISL,2004,Country or economy,Europe,Europe,0,1,0,0,0,Electricity demand,Demand,Demand,TWh,8.54,0.1,1.18
Iceland,ISL,2005,Country or economy,Europe,Europe,0,1,0,0,0,Electricity demand,Demand,Demand,TWh,8.61,0.07,0.82
Iceland,ISL,2006,Country or economy,Europe,Europe,0,1,0,0,0,Electricity demand,Demand,Demand,TWh,9.85,1.24,14.4
Iceland,ISL,2007,Country or economy,Europe,Europe,0,1,0,0,0,Electricity demand,Demand,Demand,TWh,11.89,2.04,20.71
Iceland,ISL,2008,Country or economy,Europe,Europe,0,1,0,0,0,Electricity demand,Demand,Demand,TWh,16.34,4.45,37.43
Iceland,ISL,2009,Country or economy,Europe,Europe,0,1,0,0,0,Electricity demand,Demand,Demand,TWh,16.71,0.37,2.26
Iceland,ISL,2010,Country or economy,Europe,Europe,0,1,0,0,0,Electricity demand,Demand,Demand,TWh,16.74,0.03,0.18
Iceland,ISL,2011,Country or economy,Europe,Europe,0,1,0,0,0,Electricity demand,Demand,Demand,TWh,16.85,0.11,0.66
Iceland,ISL,2012,Country or economy,Europe,Europe,0,1,0,0,0,Electricity demand,Demand,Demand,TWh,17.29,0.44,2.61
Iceland,ISL,2013,Country or economy,Europe,Europe,0,1,0,0,0,Electricity demand,Demand,Demand,TWh,17.99,0.7,4.05
Iceland,ISL,2014,Country or economy,Europe,Europe,0,1,0,0,0,Electricity demand,Demand,Demand,TWh,17.8,-0.19,-1.06
Iceland,ISL,2015,Country or economy,Europe,Europe,0,1,0,0,0,Electricity demand,Demand,Demand,TWh,18.55,0.75,4.21
Iceland,ISL,2016,Country or economy,Europe,Europe,0,1,0,0,0,Electricity demand,Demand,Demand,TWh,18.17,-0.38,-2.05
Iceland,ISL,2017,Country or economy,Europe,Europe,0,1,0,0,0,Electricity demand,Demand,Demand,TWh,19.07,0.9,4.95
Iceland,ISL,2018,Country or economy,Europe,Europe,0,1,0,0,0,Electricity demand,Demand,Demand,TWh,19.69,0.62,3.25
Iceland,ISL,2019,Country or economy,Europe,Europe,0,1,0,0,0,Electricity demand,Demand,Demand,TWh,19.36,-0.33,-1.68
Iceland,ISL,2020,Country or economy,Europe,Europe,0,1,0,0,0,Electricity demand,Demand,Demand,TWh,18.89,-0.47,-2.43
Iceland,ISL,2021,Country or economy,Europe,Europe,0,1,0,0,0,Electricity demand,Demand,Demand,TWh,19.39,0.5,2.65
Iceland,ISL,2022,Country or economy,Europe,Europe,0,1,0,0,0,Electricity demand,Demand,Demand,TWh,19.87,0.48,2.48
Iceland,ISL,2023,Country or economy,Europe,Europe,0,1,0,0,0,Electricity demand,Demand,Demand,TWh,20.12,0.25,1.26
India,IND,2000,Country or economy,Asia,Asia,0,0,1,0,0,Electricity demand,Demand,Demand,TWh,572.69,,
India,IND,2001,Country or economy,Asia,Asia,0,0,1,0,0,Electricity demand,Demand,Demand,TWh,587.38,14.69,2.57
India,IND,2002,Country or economy,Asia,Asia,0,0,1,0,0,Electricity demand,Demand,Demand,TWh,610.99,23.61,4.02
India,IND,2003,Country or economy,Asia,Asia,0,0,1,0,0,Electricity demand,Demand,Demand,TWh,639.82,28.83,4.72
India,IND,2004,Country or economy,Asia,Asia,0,0,1,0,0,Electricity demand,Demand,Demand,TWh,700.02,60.2,9.41
India,IND,2005,Country or economy,Asia,Asia,0,0,1,0,0,Electricity demand,Demand,Demand,TWh,706.07,6.05,0.86
India,IND,2006,Country or economy,Asia,Asia,0,0,1,0,0,Electricity demand,Demand,Demand,TWh,747.17,41.1,5.82
India,IND,2007,Country or economy,Asia,Asia,0,0,1,0,0,Electricity demand,Demand,Demand,TWh,801.2,54.03,7.23
India,IND,2008,Country or economy,Asia,Asia,0,0,1,0,0,Electricity demand,Demand,Demand,TWh,834.25,33.05,4.13
India,IND,2009,Country or economy,Asia,Asia,0,0,1,0,0,Electricity demand,Demand,Demand,TWh,883.93,49.68,5.96
India,IND,2010,Country or economy,Asia,Asia,0,0,1,0,0,Electricity demand,Demand,Demand,TWh,941.94,58.01,6.56
India,IND,2011,Country or economy,Asia,Asia,0,0,1,0,0,Electricity demand,Demand,Demand,TWh,1037.44,95.5,10.14
India,IND,2012,Country or economy,Asia,Asia,0,0,1,0,0,Electricity demand,Demand,Demand,TWh,1093.06,55.62,5.36
India,IND,2013,Country or economy,Asia,Asia,0,0,1,0,0,Electricity demand,Demand,Demand,TWh,1145.18,52.12,4.77
India,IND,2014,Country or economy,Asia,Asia,0,0,1,0,0,Electricity demand,Demand,Demand,TWh,1259.25,114.07,9.96
India,IND,2015,Country or economy,Asia,Asia,0,0,1,0,0,Electricity demand,Demand,Demand,TWh,1310.65,51.4,4.08
India,IND,2016,Country or economy,Asia,Asia,0,0,1,0,0,Electricity demand,Demand,Demand,TWh,1393.84,83.19,6.35
India,IND,2017,Country or economy,Asia,Asia,0,0,1,0,0,Electricity demand,Demand,Demand,TWh,1460.8,66.96,4.8
India,IND,2018,Country or economy,Asia,Asia,0,0,1,0,0,Electricity demand,Demand,Demand,TWh,1567.81,107.01,7.33
India,IND,2019,Country or economy,Asia,Asia,0,0,1,0,0,Electricity demand,Demand,Demand,TWh,1608.04,40.23,2.57
India,IND,2020,Country or economy,Asia,Asia,0,0,1,0,0,Electricity demand,Demand,Demand,TWh,1570.86,-37.18,-2.31
India,IND,2021,Country or economy,Asia,Asia,0,0,1,0,0,Electricity demand,Demand,Demand,TWh,1683.29,112.43,7.16
India,IND,2022,Country or economy,Asia,Asia,0,0,1,0,0,Electricity demand,Demand,Demand,TWh,1804.41,121.12,7.2
India,IND,2023,Country or economy,Asia,Asia,0,0,1,0,0,Electricity demand,Demand,Demand,TWh,1917.28,112.87,6.26
India,IND,2024,Country or economy,Asia,Asia,0,0,1,0,0,Electricity demand,Demand,Demand,TWh,2027.13,109.85,5.73
Indonesia,IDN,2000,Country or economy,Asia,Asia,0,0,1,0,1,Electricity demand,Demand,Demand,TWh,98.04,,
Indonesia,IDN,2001,Country or economy,Asia,Asia,0,0,1,0,1,Electricity demand,Demand,Demand,TWh,106.16,8.12,8.28
Indonesia,IDN,2002,Country or economy,Asia,Asia,0,0,1,0,1,Electricity demand,Demand,Demand,TWh,113.04,6.88,6.48
Indonesia,IDN,2003,Country or economy,Asia,Asia,0,0,1,0,1,Electricity demand,Demand,Demand,TWh,117.39,4.35,3.85
Indonesia,IDN,2004,Country or economy,Asia,Asia,0,0,1,0,1,Electricity demand,Demand,Demand,TWh,124.78,7.39,6.3
Indonesia,IDN,2005,Country or economy,Asia,Asia,0,0,1,0,1,Electricity demand,Demand,Demand,TWh,132.89,8.11,6.5
Indonesia,IDN,2006,Country or economy,Asia,Asia,0,0,1,0,1,Electricity demand,Demand,Demand,TWh,138,5.11,3.85
Indonesia,IDN,2007,Country or economy,Asia,Asia,0,0,1,0,1,Electricity demand,Demand,Demand,TWh,148.4,10.4,7.54
Indonesia,IDN,2008,Country or economy,Asia,Asia,0,0,1,0,1,Electricity demand,Demand,Demand,TWh,155.9,7.5,5.05
Indonesia,IDN,2009,Country or economy,Asia,Asia,0,0,1,0,1,Electricity demand,Demand,Demand,TWh,162.87,6.97,4.47
Indonesia,IDN,2010,Country or economy,Asia,Asia,0,0,1,0,1,Electricity demand,Demand,Demand,TWh,177.56,14.69,9.02
Indonesia,IDN,2011,Country or economy,Asia,Asia,0,0,1,0,1,Electricity demand,Demand,Demand,TWh,191.88,14.32,8.06
Indonesia,IDN,2012,Country or economy,Asia,Asia,0,0,1,0,1,Electricity demand,Demand,Demand,TWh,208.96,17.08,8.9
Indonesia,IDN,2013,Country or economy,Asia,Asia,0,0,1,0,1,Electricity demand,Demand,Demand,TWh,225.18,16.22,7.76
Indonesia,IDN,2014,Country or economy,Asia,Asia,0,0,1,0,1,Electricity demand,Demand,Demand,TWh,237.55,12.37,5.49
Indonesia,IDN,2015,Country or economy,Asia,Asia,0,0,1,0,1,Electricity demand,Demand,Demand,TWh,243.29,5.74,2.42
Indonesia,IDN,2016,Country or economy,Asia,Asia,0,0,1,0,1,Electricity demand,Demand,Demand,TWh,258.24,14.95,6.14
Indonesia,IDN,2017,Country or economy,Asia,Asia,0,0,1,0,1,Electricity demand,Demand,Demand,TWh,266.95,8.71,3.37
Indonesia,IDN,2018,Country or economy,Asia,Asia,0,0,1,0,1,Electricity demand,Demand,Demand,TWh,285.29,18.34,6.87
Indonesia,IDN,2019,Country or economy,Asia,Asia,0,0,1,0,1,Electricity demand,Demand,Demand,TWh,297.12,11.83,4.15
Indonesia,IDN,2020,Country or economy,Asia,Asia,0,0,1,0,1,Electricity demand,Demand,Demand,TWh,293.37,-3.75,-1.26
Indonesia,IDN,2021,Country or economy,Asia,Asia,0,0,1,0,1,Electricity demand,Demand,Demand,TWh,310.33,16.96,5.78
Indonesia,IDN,2022,Country or economy,Asia,Asia,0,0,1,0,1,Electricity demand,Demand,Demand,TWh,334.34,24.01,7.74
Indonesia,IDN,2023,Country or economy,Asia,Asia,0,0,1,0,1,Electricity demand,Demand,Demand,TWh,351.49,17.15,5.13
Iran (Islamic Republic of),IRN,2000,Country or economy,Asia,Middle East,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,118.67,,
Iran (Islamic Republic of),IRN,2001,Country or economy,Asia,Middle East,0,0,0,0,0,Electricity demand,Demand,Demand,TWh,127.29,8.62,7.26
